name,abbrv,formula,state,ref1,ref2,date,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T,azero,neutral_ion_type,dissrxn,tag,formula_ox,category_1,category_2
CuOH+,CuOH+,CuOH+,aq,SSWS97,NA,11/13/1997,cal,-30200,-41700,-6.1,16,-14.7,-0.0277,-7.8416,8.8142,-2.4547,21.5062,0.2246,0.6472,1,4,0,-1.0000 CuOH+ -1.0000 H+ 1.0000 Cu+2 1.0000 H2O,,Cu+2 O-2 H+,inorganic_aq,
CuO,CuO,CuO,aq,SSWS97,NA,11/13/1997,cal,-20800,-34200,-12.4,-1.4,-17.6,-0.3937,-8.736,9.1675,-2.4178,12.149,-3.3197,0.7384,0,4,0,-1.0000 CuO -2.0000 H+ 1.0000 Cu+2 1.0000 H2O,,Cu+2 O-2,inorganic_aq,
HCuO2-,HCuO2-,HCuO2-,aq,SSWS97,NA,11/13/1997,cal,-60100,-86300,0.3,-24.7,-4.6,1.3202,-4.5527,7.5282,-2.5907,-3.2749,-8.0659,0.5464,-1,4,0,-1.0000 HCuO2- -3.0000 H+ 1.0000 Cu+2 2.0000 H2O,,Cu+2 H+ 2O-2,inorganic_aq,
CuO2-2,CuO2-2,CuO2-2,aq,SSWS97,NA,11/13/1997,cal,-41200,-74400,-23.1,-53.5,-17.3,0.6024,-6.3038,8.2129,-2.5183,7.6532,-13.9325,3.5647,-2,4,0,-1.0000 CuO2-2 -4.0000 H+ 1.0000 Cu+2 2.0000 H2O,,Cu+2 2O-2,inorganic_aq,
YOH+2,YOH+2,YOH+2,aq,SSWS97,NA,11/14/1997,cal,-210000,-220900,-17.2,-17.6,2.1,2.4985,-1.6806,6.4099,-2.7094,8.0136,-6.6196,1.3201,2,4,0,-1.0000 YOH+2 -1.0000 H+ 1.0000 Y+3 1.0000 H2O,,Y+3 O-2 H+,inorganic_aq,
YO+,YO+,YO+,aq,SSWS97,NA,11/14/1997,cal,-198100,-204600,-2.2,-58.3,4.5,2.5778,-1.489,6.3393,-2.7173,-22.6289,-14.9102,0.5831,1,4,0,-1.0000 YO+ -2.0000 H+ 1.0000 Y+3 1.0000 H2O,,Y+3 O-2,inorganic_aq,
HYO2,HYO2,HYO2,aq,SSWS97,NA,11/14/1997,cal,-241700,-254600,31.8,-96.5,19.7,4.4506,3.0828,4.5443,-2.9063,-50.6646,-22.6916,-0.03,0,4,0,-1.0000 HYO2 -3.0000 H+ 1.0000 Y+3 2.0000 H2O,,Y+3 H+ 2O-2,inorganic_aq,
YO2-,YO2-,YO2-,aq,SSWS97,NA,11/14/1997,cal,-227400,-243600,20.8,-77.3,16.9,4.5219,3.2579,4.4729,-2.9136,-27.0256,-18.7805,1.3145,-1,4,0,-1.0000 YO2- -4.0000 H+ 1.0000 Y+3 2.0000 H2O,,Y+3 2O-2,inorganic_aq,
ZrOH+3,ZrOH+3,ZrOH+3,aq,SSWS97,NA,11/14/1997,cal,-190400,-212500,-71.6,44.4,-12.7,0.9279,-5.5093,7.9015,-2.5511,56.7436,6.0097,2.6654,3,4,0,-1.0000 ZrOH+3 -1.0000 H+ 1.0000 Zr+4 1.0000 H2O,,Zr+4 O-2 H+,inorganic_aq,
ZrO+2,ZrO+2,ZrO+2,aq,SSWS97,NA,11/14/1997,cal,-187600,-204300,-53.4,0.1,-3.6,1.9014,-3.1364,6.9769,-2.6492,23.3712,-3.0141,1.8611,2,4,0,-1.0000 ZrO+2 -2.0000 H+ 1.0000 Zr+4 1.0000 H2O,,Zr+4 O-2,inorganic_aq,
HZrO2+,HZrO2+,HZrO2+,aq,SSWS97,NA,11/14/1997,cal,-239700,-265300,-49.7,89.3,-0.7,2.1106,-2.6299,6.7878,-2.6702,70.5343,15.1558,1.306,1,4,0,-1.0000 HZrO2+ -3.0000 H+ 1.0000 Zr+4 2.0000 H2O,,Zr+4 H+ 2O-2,inorganic_aq,
ZrO2,ZrO2,ZrO2,aq,SSWS97,NA,11/14/1997,cal,-233400,-263800,-43.7,55.5,0.8,1.8643,-3.2264,7.0119,-2.6455,38.4166,8.2708,-0.03,0,4,0,-1.0000 ZrO2 -4.0000 H+ 1.0000 Zr+4 2.0000 H2O,,Zr+4 2O-2,inorganic_aq,
HZrO3-,HZrO3-,HZrO3-,aq,SSWS97,NA,11/14/1997,cal,-281500,-333300,-32.7,50.6,7.9,3.5625,0.9168,5.3901,-2.8168,55.3517,7.2726,2.1199,-1,4,0,-1.0000 HZrO3- -5.0000 H+ 1.0000 Zr+4 3.0000 H2O,,Zr+4 H+ 3O-2,inorganic_aq,
AgO-,AgO-,AgO-,aq,SSWS97,NA,11/14/1997,cal,-5500,-16300,13.9,-31.3,-5.7,1.464,-4.1994,7.3839,-2.6053,0.8786,-9.4103,1.4171,-1,4,0,-1.0000 AgO- -2.0000 H+ 1.0000 Ag+ 1.0000 H2O,,Ag+ O-2,inorganic_aq,
CdOH+,CdOH+,CdOH+,aq,SSWS97,NA,11/14/1997,cal,-61500,-73400,-2.9,12.3,-13.3,0.1473,-7.4141,8.6471,-2.4724,18.8886,-0.529,0.5985,1,4,0,-1.0000 CdOH+ -1.0000 H+ 1.0000 Cd+2 1.0000 H2O,,Cd+2 O-2 H+,inorganic_aq,
CdO,CdO,CdO,aq,SSWS97,NA,11/14/1997,cal,-47500,-59750,-4.2,-10.7,-13.9,-0.1471,-8.1341,8.9312,-2.4426,-0.3806,-5.2141,-0.03,0,4,0,-1.0000 CdO -2.0000 H+ 1.0000 Cd+2 1.0000 H2O,,Cd+2 O-2,inorganic_aq,
HCdO2-,HCdO2-,HCdO2-,aq,SSWS97,NA,11/14/1997,cal,-86500,-117400,-10.9,0.9,-10.7,0.908,-5.557,7.9176,-2.5492,23.2446,-2.8512,1.7965,-1,4,0,-1.0000 HCdO2- -3.0000 H+ 1.0000 Cd+2 2.0000 H2O,,Cd+2 H+ 2O-2,inorganic_aq,
CdO2-2,CdO2-2,CdO2-2,aq,SSWS97,NA,11/14/1997,cal,-67300,-101000,-20.3,-59.9,-15.8,0.7922,-5.8401,8.0303,-2.5375,3.481,-15.2361,3.519,-2,4,0,-1.0000 CdO2-2 -4.0000 H+ 1.0000 Cd+2 2.0000 H2O,,Cd+2 2O-2,inorganic_aq,
HfOH+3,HfOH+3,HfOH+3,aq,SSWS97,NA,11/14/1997,cal,-189000,-211800,-72.8,45.8,-12.9,0.9047,-5.567,7.9267,-2.5488,57.6774,6.2949,2.6777,3,4,0,-1.0000 HfOH+3 -1.0000 H+ 1.0000 Hf+4 1.0000 H2O,,Hf+4 O-2 H+,inorganic_aq,
HfO+2,HfO+2,HfO+2,aq,SSWS97,NA,11/14/1997,cal,-186000,-200900,-46.2,-8.1,-2.5,2.0179,-2.8551,6.8743,-2.6609,17.6401,-4.6845,1.7607,2,4,0,-1.0000 HfO+2 -2.0000 H+ 1.0000 Hf+4 1.0000 H2O,,Hf+4 O-2,inorganic_aq,
HHfO2+,HHfO2+,HHfO2+,aq,SSWS97,NA,11/14/1997,cal,-237800,-264200,-51,92.3,-1.1,2.0629,-2.7421,6.8221,-2.6655,72.4834,15.7669,1.3268,1,4,0,-1.0000 HHfO2+ -3.0000 H+ 1.0000 Hf+4 2.0000 H2O,,Hf+4 H+ 2O-2,inorganic_aq,
HfO2,HfO2,HfO2,aq,SSWS97,NA,11/14/1997,cal,-231400,-262600,-45.1,58.4,0.4,1.8096,-3.3639,7.0739,-2.6398,40.1163,8.8615,-0.03,0,4,0,-1.0000 HfO2 -4.0000 H+ 1.0000 Hf+4 2.0000 H2O,,Hf+4 2O-2,inorganic_aq,
HHfO3-,HHfO3-,HHfO3-,aq,SSWS97,NA,11/14/1997,cal,-279200,-331800,-34.3,54.2,7.3,3.4908,0.7427,5.4561,-2.8096,57.7445,8.0059,2.1506,-1,4,0,-1.0000 HHfO3- -5.0000 H+ 1.0000 Hf+4 3.0000 H2O,,Hf+4 H+ 3O-2,inorganic_aq,
HgOH+,HgOH+,HgOH+,aq,SSWS97,NA,11/14/1997,cal,-12700,-20400,16.7,46.5,-4.5,1.2505,-4.7196,7.5872,-2.5838,36.1808,6.4374,0.2998,1,4,0,-1.0000 HgOH+ -1.0000 H+ 1.0000 Hg+2 1.0000 H2O,,Hg+2 O-2 H+,inorganic_aq,
HgO,HgO,HgO,aq,SSWS97,NA,11/14/1997,cal,-8900,-19200,8.2,-24.8,-8.3,0.6191,-6.2664,8.2051,-2.5198,-8.644,-8.0863,-0.03,0,4,0,-1.0000 HgO -2.0000 H+ 1.0000 Hg+2 1.0000 H2O,,Hg+2 O-2,inorganic_aq,
HHgO2-,HHgO2-,HHgO2-,aq,SSWS97,NA,11/14/1997,cal,-45200,-73800,2.3,-29.2,-3.6,1.8118,-3.3572,7.0689,-2.6401,3.7588,-8.9825,1.5962,-1,4,0,-1.0000 HHgO2- -3.0000 H+ 1.0000 Hg+2 2.0000 H2O,,Hg+2 H+ 2O-2,inorganic_aq,
Ru+2,Ru+2,Ru+2,aq,SS98a,NA,4/9/1992,cal,35900,35250,-26.6,-8.6,-24.5,-1.0908,-10.4415,9.8445,-2.3472,14.5527,-4.7863,1.4574,2,4,0,-1.0000 Ru+2 -1.0000 H+ -0.2500 O2(g) 0.5000 H2O 1.0000 Ru+3,aux,Ru+2 ,inorganic_aq,
Ru+3,Ru+3,Ru+3,aq,SS98a,NA,4/9/1992,cal,41440,32270,-70.8,-22.7,-39.4,-2.7297,-14.4406,11.4109,-2.1819,17.2884,-7.6646,2.6532,3,4,0,,basis,Ru+3 ,inorganic_aq,
Rh+2,Rh+2,Rh+2,aq,SS98a,NA,4/14/1992,cal,27700,26400,-28.1,-9.4,-25.9,-1.2799,-10.9008,10.0202,-2.3283,14.2693,-4.9472,1.4769,2,4,0,,basis,Rh+2 ,inorganic_aq,
Rh+3,Rh+3,Rh+3,aq,SSWS97,SS98a.2,11/7/1997,cal,52450,42830,-71.6,-30.2,-43.5,-3.2866,-15.802,11.9492,-2.1256,13.0231,-9.1862,2.6654,3,4,0,-1.0000 Rh+3 -0.5000 H2O 0.2500 O2(g) 1.0000 H+ 1.0000 Rh+2,aux,Rh+3 ,inorganic_aq,
RuOH+,Ru(OH)+,Ru(OH)+,aq,SS98a,NA,8/12/2015,cal,-10470,-22970,-10.6,21.1,-16.8,-0.294,-8.4918,9.07,-2.4278,25.0701,1.2635,0.7096,1,4,0,-1.0000 RuOH+ -1.0000 H+ 1.0000 Ru+2 1.0000 H2O,,Ru+2 H+ O-2,inorganic_aq,
RuO,RuO,RuO,aq,SS98a,NA,4/13/1995,cal,230,-14260,-17.3,4.2,-19.8,-0.9545,-10.1059,9.7076,-2.3611,8.3516,-2.179,-0.03,0,4,0,-1.0000 RuO -2.0000 H+ 1.0000 Ru+2 1.0000 H2O,,Ru+2 O-2,inorganic_aq,
RuOH+2,Ru(OH)+2,Ru(OH)+2,aq,SS98a,NA,7/12/1995,cal,-12190,-25620,-31.5,-1.3,-0.1,2.2708,-2.2384,6.6335,-2.6864,19.5665,-3.2993,1.5372,2,4,0,-1.0000 RuOH+2 -1.0000 H+ 1.0000 Ru+3 1.0000 H2O,,Ru+3 H+ O-2,inorganic_aq,
RuO+,RuO+,RuO+,aq,SS98a,NA,7/25/1994,cal,-10450,-23050,-17.5,-40.9,2.1,2.3302,-2.0945,6.5792,-2.6923,-10.2289,-11.3658,0.8222,1,4,0,-1.0000 RuO+ -2.0000 H+ 1.0000 Ru+3 1.0000 H2O,,Ru+3 O-2,inorganic_aq,
RhOH+,Rh(OH)+,Rh(OH)+,aq,SS98a,NA,8/16/2015,cal,-18290,-31600,-12.6,23.4,-17.7,-0.4074,-8.7688,9.179,-2.4164,26.6834,1.732,0.7384,1,4,0,-1.0000 RhOH+ -1.0000 H+ 1.0000 Rh+2 1.0000 H2O,,Rh+2 H+ O-2,inorganic_aq,
RhO,RhO,RhO,aq,SS98a,NA,7/14/1994,cal,-7220,-22540,-19.4,6.6,-20.7,-1.0776,-10.4074,9.8276,-2.3487,9.7582,-1.6901,-0.03,0,4,0,-1.0000 RhO -2.0000 H+ 1.0000 Rh+2 1.0000 H2O,,Rh+2 O-2,inorganic_aq,
RhOH+2,Rh(OH)+2,Rh(OH)+2,aq,SS98a,NA,7/13/1995,cal,-820,-14620,-32.5,-0.1,-0.3,2.247,-2.2946,6.6503,-2.684,20.365,-3.0549,1.5475,2,4,0,-1.0000 RhOH+2 -1.0000 H+ 1.0000 Rh+3 1.0000 H2O,,Rh+3 H+ O-2,inorganic_aq,
RhO+,RhO+,RhO+,aq,SS98a,NA,7/25/1994,cal,3140,-10010,-18.7,-39.5,1.9,2.3067,-2.1515,6.6002,-2.69,-9.3049,-11.0806,0.8334,1,4,0,-1.0000 RhO+ -2.0000 H+ 1.0000 Rh+3 1.0000 H2O,,Rh+3 O-2,inorganic_aq,
Al+3,Al+3,Al+3,aq,SSWS97.4,NA,11/7/1997,cal,-115609,-126834,-77.7,-32.5,-44.4,-3.3802,-17.0071,14.5185,-2.0758,10.7,-8.06,2.753,3,9,0,,basis,Al+3 ,inorganic_aq,
AlOH+2,AlOH+2,AlOH+2,aq,SSWS97.4,NA,11/13/1997,cal,-165475,-183300,-44.2,13.2,-2.2,2.0469,-2.7813,6.8376,-2.6639,29.7923,-0.3457,1.7247,2,4,0,-1.0000 AlOH+2 -1.0000 H+ 1.0000 Al+3 1.0000 H2O,,Al+3 O-2 H+,inorganic_aq,
H2AsO4-,H2AsO4-,H2AsO4-,aq,SSWS97.3,NA,11/11/1997,cal,-180010,-217390,28,-0.6,33.4,6.7429,8.6835,2.3351,-3.1379,16.9206,-3.1567,1.2055,-1,4,0,,basis,As+5 2H+ 4O-2,inorganic_aq,
HAsO4-2,HAsO4-2,HAsO4-2,aq,SSWS97.3,NA,11/11/1997,cal,-170790,-216620,-0.4,-47.5,11.3,4.3994,2.9611,4.5853,-2.9013,7.9908,-12.7102,3.2197,-2,4,0,-1.0000 HAsO4-2 -1.0000 H+ 1.0000 H2AsO4-,,As+5 H+ 4O-2,inorganic_aq,
AsO4-3,AsO4-3,AsO4-3,aq,SSWS97.3,NA,11/11/1997,cal,-154970,-212270,-38.9,-116.1,-18.7,1.0308,-5.2609,7.8091,-2.5614,-12.1352,-26.6841,5.399,-3,3,0,-1.0000 AsO4-3 -2.0000 H+ 1.0000 H2AsO4-,,As+5 4O-2,inorganic_aq,
H2AsO3-,H2AsO3-,H2AsO3-,aq,SH88.2,NA,7/3/1987,cal,-140330,-170840,26.4,-2.9,26.4,5.7934,6.3646,3.2485,-3.0421,15.8032,-3.6253,1.2305,-1,4,0,-1.0000 H2AsO3- -0.5000 O2(g) 1.0000 H2AsO4-,aux,As+3 2H+ 3O-2,inorganic_aq,
Au+,Au+,Au+,aq,SSWS97.2,SH88.1,11/13/1997,cal,39000,47900,25.6,-0.3,12.5,3.5312,0.8428,5.4139,-2.8137,7.5089,-3.0956,0.1648,1,4,0,,basis,Au+ ,inorganic_aq,
Ag+,Ag+,Ag+,aq,SH88.3,NA,11/7/1997,cal,18427,25275,17.54,7.9,-0.8,1.7285,-3.5608,7.1496,-2.6318,12.7862,-1.4254,0.216,1,3,0,,basis,Ag+ ,inorganic_aq,
AgOH,AgOH,AgOH,aq,SSWS97,NA,11/14/1997,cal,-21900,-31800,17.2,-10.6,3.9,2.2885,-2.1912,6.6063,-2.6883,-0.3221,-5.1937,-0.03,0,4,0,-1.0000 AgOH -1.0000 H+ 1.0000 Ag+ 1.0000 H2O,,Ag+ O-2 H+,inorganic_aq,
AgCl,AgCl,AgCl,aq,SSH97.3,NA,9/16/1997,cal,-17450,-18270,34.1,6.7,25.24,5.2088,4.9399,3.8015,-2.9832,9.8168,-1.6698,-0.03,0,4,0,-1.0000 AgCl 1.0000 Ag+ 1.0000 Cl-,,Ag+ Cl-,inorganic_aq,
AgCl2-,AgCl2-,AgCl2-,aq,SSH97.3,NA,9/16/1997,cal,-51560,-61130,47,7.8,54.37,9.5149,15.4544,-0.3312,-3.4178,19.185,-1.4457,0.9169,-1,4,0,-1.0000 AgCl2- 1.0000 Ag+ 2.0000 Cl-,,Ag+ 2Cl-,inorganic_aq,
AgCl3-2,AgCl3-2,AgCl3-2,aq,SSH97.3,NA,10/2/1997,cal,-82710,-105613,44.5,10.69,86.82,14.504,27.6363,-5.1192,-3.9214,35.8339,-0.857,2.5402,-2,4,0,-1.0000 AgCl3-2 1.0000 Ag+ 3.0000 Cl-,,Ag+ 3Cl-,inorganic_aq,
Cu+,Cu+,Cu+,aq,SSWS97.2,SH88.1,11/13/1997,cal,11950,17132,9.7,13.7,-8,0.807,-5.804,8.0165,-2.539,17.9233,-0.2438,0.4046,1,4,0,-1.0000 Cu+ -1.0000 H+ -0.2500 O2(g) 0.5000 H2O 1.0000 Cu+2,aux,Cu+ ,inorganic_aq,
Zn+2,Zn+2,Zn+2,aq,SSWS97.5,SH88.1,11/7/1997,cal,-35200,-36660,-26.2,-5.33,-24.3,-1.0676,-8.929,6.1282,-2.4098,18.74,-5.37,1.4574,2,6,0,,basis,Zn+2 ,inorganic_aq,
ZnOH+,ZnOH+,ZnOH+1,aq,SSWS97.5,NA,11/14/1997,cal,-81190,-86990,15,10,-5.3,1.1499,-4.9677,7.6896,-2.5735,15.0306,-0.9975,0.326,1,4,0,-1.0000 ZnOH+ -1.0000 H+ 1.0000 Zn+2 1.0000 H2O,,Zn+2 O-2 H+,inorganic_aq,
ZnO,ZnO,ZnO,aq,SSWS97.5,NA,11/14/1997,cal,-67420,-78290,-2,-10,-21.9,-1.2418,-10.8072,9.9819,-2.3321,0.0295,-5.0715,-0.03,0,3,0,-1.0000 ZnO -2.0000 H+ 1.0000 Zn+2 1.0000 H2O,,Zn+2 O-2,inorganic_aq,
HZnO2-,HZnO2-,HZnO2-1,aq,SSWS97.5,NA,11/14/1997,cal,-110720,-142370,-16,20,-13.4,0.5623,-6.4047,8.2588,-2.5141,35.0874,1.0394,1.8669,-1,4,0,-1.0000 HZnO2- -3.0000 H+ 1.0000 Zn+2 2.0000 H2O,,Zn+2 H+ 2O-2,inorganic_aq,
ZnO2-2,ZnO2-2,ZnO2-2,aq,SSWS97.5,NA,11/14/1997,cal,-93290,-132100,-40,-15,-26.4,-0.5559,-9.1347,9.3301,-2.4013,32.5837,-6.09,3.8216,-2,4,0,-1.0000 ZnO2-2 -4.0000 H+ 1.0000 Zn+2 2.0000 H2O,,Zn+2 2O-2,inorganic_aq,
ZnCl+,ZnCl+,ZnCl+,aq,SSH97.3,NA,9/16/1997,cal,-66850,-66240,23,19.9,-1.28,1.6583,-3.7293,7.2088,-2.6248,19.6947,1.0191,0.2025,1,4,0,-1.0000 ZnCl+ 1.0000 Cl- 1.0000 Zn+2,,Zn+2 Cl-,inorganic_aq,
ZnCl2,ZnCl2,ZnCl2,aq,SSH97.3,NA,9/16/1997,cal,-98300,-109080,27.03,34.7,24.82,5.1486,4.7929,3.8592,-2.9771,26.1528,4.0338,-0.038,0,4,0,-1.0000 ZnCl2 1.0000 Zn+2 2.0000 Cl-,,Zn+2 2Cl-,inorganic_aq,
ZnCl3-,ZnCl3-,ZnCl3-,aq,SSH97.3,NA,10/2/1997,cal,-129310,-151060,25,41.97,53.9,9.5636,15.5732,-0.3779,-3.4227,42.2912,5.5147,1.2513,-1,4,0,-1.0000 ZnCl3- 1.0000 Zn+2 3.0000 Cl-,,Zn+2 3Cl-,inorganic_aq,
HCl,HCl,HCl,aq,MS97.2,SLOP98.11,7/30/1996,cal,-30410,-42054,3.2,NA,NA,1.2547,-4.7177,7.6043,-2.584,16.7134,2.8727,-0.7,0,3,0,-1.0000 HCl 1.0000 Cl- 1.0000 H+,,Cl- H+,inorganic_aq,
Pd+2,Pd+2,Pd+2,aq,SS98a.3,NA,4/9/1992,cal,42200,42540,-21.1,-5.7,-19.4,-0.3631,-8.6602,9.1359,-2.4209,17.1907,-4.1915,1.5579,2,4.5,0,,basis,Pd+2 ,inorganic_aq,
PdO,PdO,PdO,aq,SS98a.3,NA,4/14/1992,cal,-11500,-24320,-9.5,-4.7,-16.3,-0.4755,-8.9398,9.256,-2.4093,3.1356,-3.9919,-0.03,0,4.5,0,-1.0000 PdO -2.0000 H+ 1.0000 Pd+2 1.0000 H2O,,Pd+2 O-2,inorganic_aq,
Pt+2,Pt+2,Pt+2,aq,SS98a.3,NA,4/9/1992,cal,61600,60900,-23.6,-7,-21.7,-0.6648,-9.3985,9.4293,-2.3904,16.8028,-4.4624,1.6005,2,4,0,,basis,Pt+2 ,inorganic_aq,
CH4,NA,CH4,aq,PS01,NA,10/4/2000,cal,-8140,-20930,21,60.23,36,17.69,-15.3,-67.88,11.47,40.87,6.45,-0.4,0,4,0,-1.0000 CH4 -2.0000 O2(g) 1.0000 H+ 1.0000 H2O 1.0000 HCO3-,aux,C-4 4H+,inorganic_aq,
CO,NA,CO,aq,SM93,NA,9/1/2006,cal,-28682,-28910,24.53,64.5,33.8,6.2373,7.4498,2.8184,-3.0869,40.2523,10.0022,-0.3715,0,4,0,-1.0000 CO -1.0000 H2O -0.5000 O2(g) 1.0000 H+ 1.0000 HCO3-,aux,C+2 O-2,inorganic_aq,
HCN,NA,HCN,aq,SM93,NA,6/4/1993,cal,28600,25600,29.8,40.7,45.9,8.0083,11.7705,1.1286,-3.2655,28.9941,5.256,-0.1113,0,4,0,-1.0000 HCN 1.0000 CN- 1.0000 H+,,C+2 N-3 H+,inorganic_aq,
BaHCO3+,NA,Ba(HCO3)+,aq,SK95,SLOP98.8,1992-11-00,cal,-275700,-294350,46.83,NA,NA,7.882,11.464,1.244,-3.253,26.273,4.46,-0.158,1,4,0,-1.0000 BaHCO3+ 1.0000 Ba+2 1.0000 HCO3-,,Ba+2 H+ C+4 3O-2,inorganic_aq,
CaHCO3+,NA,Ca(HCO3)+,aq,SK95,SLOP98.8,1991-01-00,cal,-273830,-294350,16,NA,NA,3.706,1.267,5.252,-2.831,41.722,8.336,0.308,1,4,0,-1.0000 CaHCO3+ 1.0000 Ca+2 1.0000 HCO3-,,C+4 Ca+2 H+ 3O-2,inorganic_aq,
MgHCO3+,NA,Mg(HCO3)+,aq,SK95,SLOP98.8,1991-01-00,cal,-250200,-275750,-3,NA,NA,3.271,0.206,5.669,-2.788,47.284,9.34,0.599,1,4,0,-1.0000 MgHCO3+ 1.0000 HCO3- 1.0000 Mg+2,,C+4 H+ Mg+2 3O-2,inorganic_aq,
SrHCO3+,NA,Sr(HCO3)+,aq,SK95,SLOP98.8,1992-11-00,cal,-276720,-291688,38,NA,NA,3.694,1.237,5.264,-2.83,35.345,7.181,-0.023,1,4,0,-1.0000 SrHCO3+ 1.0000 Sr+2 1.0000 HCO3-,,Sr+2 H+ C+4 3O-2,inorganic_aq,
Ar,Ar,Ar,aq,PS01,NA,10/4/2000,cal,3890,-2880,14.3,52.82,32.6,11.71,-2.39,-44.93,1.91,27.96,9.56,-0.46,0,3,0,,basis,Ar ,inorganic_aq,
CO2,NA,CO2,aq,PS01,NA,8/18/2005,cal,-92250,-98900,28.1,51.86,33.5,15.2964,-10.0382,-55.4493,7.4092,36.8069,3.5851,-0.3107,0,3,-1,-1.0000 CO2 -1.0000 H2O 1.0000 H+ 1.0000 HCO3-,,C+4 2O-2,inorganic_aq,
Xe,Xe,Xe,aq,PS01,NA,10/4/2000,cal,3215,-4540,14.5,64.77,42.5,18.4,-2.39,-59.03,1.43,35.85,13.86,-0.39,0,3,0,,basis,Xe ,inorganic_aq,
PtSO4,Pt(SO4),Pt(SO4),aq,SS98a.3,NA,4/14/1995,cal,-120300,-155850,-3.6,-21.4,2,2.0253,-2.837,6.8659,-2.6616,-6.6457,-7.3916,-0.03,0,4,0,-1.0000 PtSO4 1.0000 Pt+2 1.0000 SO4-2,,Pt+2 S+6 4O-2,inorganic_aq,
PtO,PtO,PtO,aq,SS98a.3,NA,4/14/1992,cal,-1130,-15300,-13,-0.7,-17.9,-0.6945,-9.4705,9.4567,-2.3874,5.4799,-3.1771,-0.03,0,4,0,-1.0000 PtO 1.0000 Pt+2 1.0000 H2O -2.0000 H+,,Pt+2 O-2,inorganic_aq,
AsO2-,AsO2-,AsO2-,aq,SSWS97.3,NA,11/11/1997,cal,-83650,-102540,9.7,-28,6.9,3.2101,0.0554,5.7305,-2.7812,3.4104,-8.7381,1.482,-1,3,0,-1.0000 AsO2- -1.0000 H2O 1.0000 H2AsO4- -0.5000 O2(g),aux,As+3 2O-2,inorganic_aq,
HAsO2,HAsO2,HAsO2,aq,SSWS97.3,NA,11/11/1997,cal,-96240,-109110,30.1,2.9,28.3,5.5984,5.8913,3.428,-3.0224,6.799,-2.4438,-0.1158,0,3,0,-1.0000 HAsO2 1.0000 H+ 1.0000 AsO2-,,As+3 H+ 2O-2,inorganic_aq,
AlO2-,AlO2-,AlO2-1,aq,SSWS97.4,NA,11/7/1997,cal,-198693,-222125,-7.22,-11.9,10,3.7221,3.9954,-1.5879,-2.9441,15.2391,-5.4585,1.7418,-1,4,0,-1.0000 AlO2- -4.0000 H+ 1.0000 Al+3 2.0000 H2O,,Al+3 2O-2,inorganic_aq,
AlO+,AlO+,AlO+1,aq,SSWS97.4,NA,11/13/1997,cal,-158188,-170900,-27,-30,0.6,2.1705,-2.4811,6.7241,-2.6763,-2.5983,-9.1455,0.957,1,4,0,-1.0000 AlO+ -2.0000 H+ 1.0000 Al+3 1.0000 H2O,,Al+3 O-2,inorganic_aq,
HAlO2,HAlO2(AQ),HAlO2,aq,SSWS97.4,NA,11/13/1997,cal,-207700,-227500,5,-50,13,3.5338,0.8485,5.4132,-2.814,-23.4129,-13.2195,-0.03,0,4,0,-1.0000 HAlO2 -3.0000 H+ 1.0000 Al+3 2.0000 H2O,,Al+3 H+ 2O-2,inorganic_aq,
Am+3,Am+3,Am+3,aq,MS99,NA,2/11/1998,cal,-142900,-147400,-48.9,NA,NA,-2.9531,-14.9848,11.6223,-2.1594,6.5235,-10.327,2.3161,3,4.5,0,,basis,Am+3 ,inorganic_aq,
AmOH+2,AmOH+2,AmOH+2,aq,MS99,NA,2/11/1998,cal,-190845,-186550,-2.5,NA,NA,2.7959,-0.9559,6.128,-2.7394,-4.8573,-10.0418,1.0929,2,4,0,-1.0000 AmOH+2 -1.0000 H+ 1.0000 Am+3 1.0000 H2O,,Am+3 O-2 H+,inorganic_aq,
AmO+,AmO+,AmO+,aq,MS99,NA,6/27/1998,cal,-180340,-171250,13.6,NA,NA,2.8674,-0.7813,6.0593,-2.7466,-35.6706,-18.5768,0.3444,1,4,0,-1.0000 AmO+ -2.0000 H+ 1.0000 Am+3 1.0000 H2O,,Am+3 O-2,inorganic_aq,
HAmO2,HAmO2,HAmO2,aq,MS99,NA,6/27/1998,cal,-221190,-206620,48.7,NA,NA,5.0241,4.4881,3.981,-2.9644,-73.2025,-30.534,-0.03,0,4,0,-1.0000 HAmO2 -3.0000 H+ 1.0000 Am+3 2.0000 H2O,,Am+3 H+ 2O-2,inorganic_aq,
AmF+2,AmF+2,AmF+2,aq,MS99,NA,2/11/1998,cal,-214880,-220920,-14.2,NA,NA,-2.8891,-14.828,11.5598,-2.1659,19.5254,-2.4822,1.2776,2,4,0,-1.0000 AmF+2 1.0000 Am+3 1.0000 F-,,Am+3 F-,inorganic_aq,
AmF2+,AmF2+,AmF2+,aq,MS99,NA,2/11/1998,cal,-285490,-302130,-10,NA,NA,-2.6218,-14.1804,11.3162,-2.1927,16.1668,-1.8012,0.7003,1,4,0,-1.0000 AmF2+ 1.0000 Am+3 2.0000 F-,,Am+3 2F-,inorganic_aq,
